year,day,hour_min,temp_act1,temp1_q,pave_cond,pave_cond_q,wind_spd_act,wind_dir_act
2017,62,400,0.527,500.0,24.0,500.0,3.74,82.4
2017,62,500,0.249,500.0,24.0,500.0,0.0,90.7
2017,62,600,0.864,500.0,24.0,500.0,2.187,292.0
2017,62,700,2.263,500.0,23.0,500.0,11.57,229.9
2017,62,800,2.314,500.0,23.0,500.0,13.27,200.7
2017,62,900,1.624,500.0,23.0,500.0,2.329,239.5
2017,62,1000,1.675,500.0,23.0,500.0,6.915,243.0
2017,62,1100,2.303,500.0,23.0,500.0,4.587,245.6
2017,62,1200,2.676,500.0,23.0,500.0,5.08,194.9
2017,62,1300,2.491,500.0,23.0,500.0,3.951,238.4
2017,62,1400,1.846,500.0,23.0,500.0,0.0,120.4
2017,62,1500,1.045,500.0,23.0,500.0,5.786,215.3
2017,62,1600,0.42,500.0,33.0,500.0,0.565,150.2
2017,62,1700,0.319,500.0,23.0,500.0,4.587,163.1
2017,62,1800,0.398,500.0,23.0,500.0,1.623,166.1
2017,62,1900,0.168,500.0,23.0,500.0,0.0,288.7
2017,62,2000,0.296,500.0,23.0,500.0,3.81,227.7
2017,62,2100,0.325,500.0,23.0,500.0,2.681,314.3
2017,62,2200,0.145,500.0,24.0,500.0,5.01,215.3
2017,62,2300,-0.025,500.0,28.0,500.0,8.11,173.8
2017,63,0,-0.38,500.0,127.0,500.0,1.623,201.7
2017,63,100,-0.583,500.0,128.0,500.0,2.752,247.5
2017,63,200,-0.786,500.0,24.0,500.0,0.212,267.3
2017,63,300,-1.092,500.0,24.0,500.0,0.0,342.3
2017,63,400,-1.258,500.0,24.0,500.0,0.0,151.0
2017,63,500,-1.894,500.0,24.0,500.0,0.212,108.4
2017,63,600,-2.056,500.0,28.0,500.0,2.681,339.6
2017,63,700,-2.609,500.0,24.0,500.0,1.552,127.4
2017,63,800,-2.724,500.0,24.0,500.0,3.175,7.292
2017,63,900,-1.802,500.0,24.0,500.0,3.81,296.4
2017,63,1000,-1.285,500.0,24.0,500.0,2.681,83.5
2017,63,1100,0.205,500.0,33.0,500.0,0.0,276.0
2017,63,1200,-1.158,500.0,33.0,500.0,4.728,201.4
2017,63,1300,1.125,500.0,33.0,500.0,2.399,142.1
2017,63,1400,1.473,500.0,33.0,500.0,6.986,229.7
2017,63,1500,1.011,500.0,33.0,500.0,3.246,29.99
2017,63,1600,1.168,500.0,33.0,500.0,2.681,24.2
2017,63,1700,-0.119,500.0,33.0,500.0,0.988,1.007
2017,63,1800,-2.034,500.0,33.0,500.0,4.022,329.9
2017,63,1900,-2.563,500.0,38.0,500.0,0.071,339.6
2017,63,2000,-3.128,500.0,38.0,500.0,1.694,22.12
2017,63,2100,-3.522,500.0,38.0,500.0,3.81,23.85
2017,63,2200,-3.603,500.0,28.0,500.0,4.022,13.77
2017,63,2300,-3.536,500.0,28.0,500.0,2.611,15.19
2017,64,0,-3.371,500.0,28.0,500.0,9.03,38.97
2017,64,100,-3.522,500.0,28.0,500.0,3.458,326.9
2017,64,200,-3.732,500.0,28.0,500.0,1.623,348.2
2017,64,300,-3.497,500.0,28.0,500.0,1.835,322.9
2017,64,400,-3.743,500.0,28.0,500.0,2.752,15.69
2017,64,500,-3.618,500.0,28.0,500.0,2.893,31.82
2017,64,600,-3.714,500.0,28.0,500.0,2.399,323.0
2017,64,700,-4.006,500.0,24.0,500.0,1.835,310.9
2017,64,800,-3.563,500.0,24.0,500.0,2.329,348.7
2017,64,900,-2.842,500.0,24.0,500.0,3.81,29.7
2017,64,1000,-2.737,500.0,24.0,500.0,3.528,91.6
2017,64,1100,-2.024,500.0,24.0,500.0,4.163,348.0
2017,64,1200,-0.353,500.0,23.0,500.0,0.0,171.7
2017,64,1300,1.371,500.0,33.0,500.0,4.728,290.8
2017,64,1400,1.24,500.0,33.0,500.0,1.552,241.8
2017,64,1500,1.826,500.0,33.0,500.0,7.55,186.5
2017,64,1600,1.597,500.0,33.0,500.0,9.38,187.4
2017,64,1700,0.793,500.0,33.0,500.0,4.234,244.8
2017,64,1800,-0.412,500.0,33.0,500.0,2.611,315.8
2017,64,1900,-1.008,500.0,34.0,500.0,4.798,286.1
2017,64,2000,-1.094,500.0,24.0,500.0,0.0,185.5
2017,64,2100,-1.092,500.0,24.0,500.0,0.0,50.94
2017,64,2200,-1.189,500.0,24.0,500.0,0.0,317.5
2017,64,2300,-2.135,500.0,24.0,500.0,0.0,300.0
2017,65,0,-2.028,500.0,28.0,500.0,0.0,341.4
2017,65,100,-2.045,500.0,28.0,500.0,0.0,14.7
2017,65,200,-2.242,500.0,28.0,500.0,0.0,339.0
2017,65,300,-2.385,500.0,28.0,500.0,0.0,341.1
2017,65,400,-2.431,500.0,24.0,500.0,0.0,158.6
2017,65,500,-2.24,500.0,24.0,500.0,0.0,221.0
2017,65,600,-2.071,500.0,24.0,500.0,2.752,199.7
2017,65,700,-1.966,500.0,24.0,500.0,3.669,121.9
2017,65,800,-1.809,500.0,24.0,500.0,0.0,268.7
2017,65,900,-0.894,500.0,24.0,500.0,1.694,317.4
2017,65,1000,0.364,500.0,33.0,500.0,5.504,133.5
2017,65,1100,0.983,500.0,23.0,500.0,4.516,201.5
2017,65,1200,1.22,500.0,33.0,500.0,10.8,257.7
2017,65,1300,0.307,500.0,33.0,500.0,4.445,300.0
2017,65,1400,-0.235,500.0,23.0,500.0,2.258,185.8
2017,65,1500,-0.714,500.0,33.0,500.0,1.482,322.7
2017,65,1600,0.146,500.0,23.0,500.0,1.059,282.4
2017,65,1700,-0.516,500.0,23.0,500.0,2.823,302.8
2017,65,1800,-1.493,500.0,23.0,500.0,0.0,170.7
2017,65,1900,-2.656,500.0,34.0,500.0,0.0,329.0
2017,65,2000,-3.149,500.0,38.0,500.0,0.0,224.9
2017,65,2100,-3.153,500.0,28.0,500.0,1.2,6.046
2017,65,2200,-3.024,500.0,28.0,500.0,1.27,313.5
2017,65,2300,-3.067,500.0,28.0,500.0,0.0,109.3
2017,66,0,-2.977,500.0,28.0,500.0,0.0,82.6
2017,66,100,-2.786,500.0,24.0,500.0,0.0,327.2
2017,66,200,-2.577,500.0,24.0,500.0,0.0,0.24
2017,66,300,-2.917,500.0,24.0,500.0,0.988,51.71
2017,66,400,-2.989,500.0,24.0,500.0,6.492,33.41
2017,66,500,-2.99,500.0,24.0,500.0,0.0,9.74
2017,66,600,-2.988,500.0,28.0,500.0,5.433,13.84
2017,66,700,-2.953,500.0,28.0,500.0,4.798,1.391
2017,66,800,-2.627,500.0,28.0,500.0,2.046,20.39
2017,66,900,-2.15,500.0,24.0,500.0,2.329,19.81
2017,66,1000,-1.565,500.0,24.0,500.0,3.458,20.03
2017,66,1100,-1.079,500.0,24.0,500.0,0.0,71.12
2017,66,1200,-0.864,500.0,24.0,500.0,0.0,42.92
2017,66,1300,-0.223,500.0,24.0,500.0,0.0,130.9
2017,66,1400,-0.017,500.0,23.0,500.0,0.0,49.91
2017,66,1500,-0.129,500.0,23.0,500.0,0.0,38.76
2017,66,1600,0.117,500.0,23.0,500.0,0.0,0.575
2017,66,1700,-0.335,500.0,23.0,500.0,0.0,73.9
2017,66,1800,-0.733,500.0,28.0,500.0,0.0,89.5
2017,66,1900,-0.898,500.0,24.0,500.0,0.0,99.5
2017,66,2000,-1.044,500.0,28.0,500.0,0.0,338.3
2017,66,2100,-1.044,500.0,28.0,500.0,0.0,192.2
2017,66,2200,-0.729,500.0,28.0,500.0,0.0,175.0
2017,66,2300,-0.669,500.0,28.0,500.0,0.0,168.4
2017,67,0,-0.899,500.0,28.0,500.0,0.0,138.8
2017,67,100,-1.668,500.0,127.0,500.0,0.0,193.7
2017,67,200,-1.829,500.0,128.0,500.0,0.0,277.6
2017,67,300,-2.578,500.0,28.0,500.0,0.0,254.8
2017,67,400,-2.777,500.0,34.0,500.0,0.0,336.4
2017,67,500,-3.275,500.0,34.0,500.0,0.0,329.5
2017,67,600,-4.015,500.0,24.0,500.0,0.0,321.5
2017,67,700,-4.103,500.0,34.0,500.0,0.0,340.5
2017,67,800,-3.791,500.0,24.0,500.0,0.0,334.4
2017,67,900,1.278,500.0,34.0,500.0,0.0,146.4
2017,67,1000,1.088,500.0,34.0,500.0,1.764,130.8
2017,67,1100,2.528,500.0,33.0,500.0,3.034,272.3
2017,67,1200,2.274,500.0,33.0,500.0,11.43,242.2
2017,67,1300,2.345,500.0,33.0,500.0,4.304,235.0
2017,67,1400,2.043,500.0,33.0,500.0,7.691,173.8
2017,67,1500,1.895,500.0,33.0,500.0,6.421,172.5
2017,67,1600,1.19,500.0,33.0,500.0,11.64,215.0
2017,67,1700,0.018,500.0,33.0,500.0,0.635,207.5
